,date_start,year,no_of_events
2858,2015-11-17,6045,3
2859,2015-11-19,2015,1
2860,2015-11-20,6045,3
2861,2015-11-24,2015,1
2862,2015-11-25,4030,2
2863,2015-11-26,2015,1
2864,2015-11-28,2015,1
2865,2015-11-29,2015,1
2866,2015-11-30,4030,2
2867,2015-12-02,10075,5
2868,2015-12-03,2015,1
2869,2015-12-05,2015,1
2870,2015-12-07,6045,3
2871,2015-12-09,6045,3
2872,2015-12-10,2015,1
2873,2015-12-12,4030,2
2874,2015-12-13,2015,1
2875,2015-12-15,2015,1
2876,2015-12-16,14105,7
2877,2015-12-17,2015,1
2878,2015-12-18,4030,2
2879,2015-12-21,6045,3
2880,2015-12-22,4030,2
2881,2015-12-23,6045,3
2882,2015-12-24,2015,1
2883,2015-12-25,8060,4
2884,2015-12-26,4030,2
2885,2015-12-27,2015,1
2886,2015-12-29,4030,2
2887,2015-12-30,6045,3
2888,2016-01-01,10080,5
2889,2016-01-02,2016,1
2890,2016-01-03,6048,3
2891,2016-01-04,4032,2
2892,2016-01-06,2016,1
2893,2016-01-07,4032,2
2894,2016-01-08,4032,2
2895,2016-01-10,6048,3
2896,2016-01-11,14112,7
2897,2016-01-12,2016,1
2898,2016-01-14,4032,2
2899,2016-01-15,4032,2
2900,2016-01-16,2016,1
2901,2016-01-17,4032,2
2902,2016-01-18,2016,1
2903,2016-01-20,2016,1
2904,2016-01-21,8064,4
2905,2016-01-22,2016,1
2906,2016-01-26,6048,3
2907,2016-01-27,2016,1
2908,2016-01-28,2016,1
2909,2016-01-29,2016,1
2910,2016-01-31,2016,1
2911,2016-02-01,2016,1
2912,2016-02-02,4032,2
2913,2016-02-03,4032,2
2914,2016-02-04,10080,5
2915,2016-02-05,6048,3
2916,2016-02-06,6048,3
2917,2016-02-07,2016,1
2918,2016-02-08,2016,1
2919,2016-02-10,4032,2
2920,2016-02-15,6048,3
2921,2016-02-17,4032,2
2922,2016-02-18,14112,7
2923,2016-02-20,2016,1
2924,2016-02-22,2016,1
2925,2016-02-25,6048,3
2926,2016-02-26,6048,3
2927,2016-02-28,12096,6
2928,2016-02-29,12096,6
2929,2016-03-01,6048,3
2930,2016-03-05,4032,2
2931,2016-03-06,8064,4
2932,2016-03-07,8064,4
2933,2016-03-08,2016,1
2934,2016-03-09,4032,2
2935,2016-03-10,2016,1
2936,2016-03-11,2016,1
2937,2016-03-12,8064,4
2938,2016-03-13,2016,1
2939,2016-03-14,8064,4
2940,2016-03-15,2016,1
2941,2016-03-17,2016,1
2942,2016-03-18,2016,1
2943,2016-03-19,6048,3
2944,2016-03-20,6048,3
2945,2016-03-21,6048,3
2946,2016-03-22,2016,1
2947,2016-03-24,8064,4
2948,2016-03-25,4032,2
2949,2016-03-26,4032,2
2950,2016-03-27,2016,1
2951,2016-03-28,2016,1
2952,2016-03-29,2016,1
2953,2016-03-30,6048,3
2954,2016-03-31,8064,4
2955,2016-04-01,8064,4
2956,2016-04-03,6048,3
2957,2016-04-04,14112,7
2958,2016-04-05,4032,2
2959,2016-04-06,8064,4
2960,2016-04-07,12096,6
2961,2016-04-08,2016,1
2962,2016-04-09,4032,2
2963,2016-04-10,4032,2
2964,2016-04-11,6048,3
2965,2016-04-16,4032,2
2966,2016-04-17,2016,1
2967,2016-04-18,4032,2
2968,2016-04-19,8064,4
2969,2016-04-20,4032,2
2970,2016-04-22,8064,4
2971,2016-04-23,4032,2
2972,2016-04-24,2016,1
2973,2016-04-25,2016,1
2974,2016-04-26,10080,5
2975,2016-04-29,4032,2
2976,2016-04-30,10080,5
2977,2016-05-01,4032,2
2978,2016-05-02,4032,2
2979,2016-05-03,6048,3
2980,2016-05-04,2016,1
2981,2016-05-05,4032,2
2982,2016-05-06,4032,2
2983,2016-05-08,6048,3
2984,2016-05-09,2016,1
2985,2016-05-10,6048,3
2986,2016-05-11,10080,5
2987,2016-05-12,8064,4
2988,2016-05-14,6048,3
2989,2016-05-15,6048,3
2990,2016-05-17,12096,6
2991,2016-05-18,2016,1
2992,2016-05-19,4032,2
2993,2016-05-20,2016,1
2994,2016-05-21,2016,1
2995,2016-05-22,4032,2
2996,2016-05-23,16128,8
2997,2016-05-24,6048,3
2998,2016-05-25,2016,1
2999,2016-05-26,12096,6
3000,2016-05-28,4032,2
3001,2016-05-29,8064,4
3002,2016-05-30,14112,7
3003,2016-05-31,4032,2
3004,2016-06-01,16128,8
3005,2016-06-02,8064,4
3006,2016-06-03,2016,1
3007,2016-06-04,14112,7
3008,2016-06-05,2016,1
3009,2016-06-06,6048,3
3010,2016-06-07,2016,1
3011,2016-06-08,4032,2
3012,2016-06-09,4032,2
3013,2016-06-10,2016,1
3014,2016-06-11,6048,3
3015,2016-06-13,8064,4
3016,2016-06-14,4032,2
3017,2016-06-15,8064,4
3018,2016-06-16,4032,2
3019,2016-06-17,4032,2
3020,2016-06-18,6048,3
3021,2016-06-19,2016,1
3022,2016-06-21,8064,4
3023,2016-06-22,4032,2
3024,2016-06-24,4032,2
3025,2016-06-25,4032,2
3026,2016-06-26,4032,2
3027,2016-06-27,4032,2
3028,2016-06-28,4032,2
3029,2016-06-30,2016,1
3030,2016-07-01,2016,1
3031,2016-07-02,2016,1
3032,2016-07-03,2016,1
3033,2016-07-07,8064,4
3034,2016-07-08,4032,2
3035,2016-07-09,2016,1
3036,2016-07-12,12096,6
3037,2016-07-13,6048,3
3038,2016-07-16,2016,1
3039,2016-07-18,2016,1
3040,2016-07-19,2016,1
3041,2016-07-23,2016,1
3042,2016-07-24,4032,2
3043,2016-07-25,4032,2
3044,2016-07-27,2016,1
3045,2016-07-28,6048,3
3046,2016-07-31,6048,3
3047,2016-08-01,4032,2
3048,2016-08-02,2016,1
3049,2016-08-04,4032,2
3050,2016-08-06,4032,2
3051,2016-08-07,6048,3
3052,2016-08-08,2016,1
3053,2016-08-10,6048,3
3054,2016-08-11,2016,1
3055,2016-08-12,6048,3
3056,2016-08-13,4032,2
3057,2016-08-14,2016,1
3058,2016-08-15,6048,3
3059,2016-08-16,4032,2
3060,2016-08-17,2016,1
3061,2016-08-18,2016,1
3062,2016-08-19,4032,2
3063,2016-08-20,2016,1
3064,2016-08-22,4032,2
3065,2016-08-23,2016,1
3066,2016-08-28,2016,1
3067,2016-08-30,2016,1
3068,2016-08-31,6048,3
3069,2016-09-02,8064,4
3070,2016-09-03,4032,2
3071,2016-09-04,4032,2
3072,2016-09-05,4032,2
3073,2016-09-08,2016,1
3074,2016-09-09,6048,3
3075,2016-09-10,2016,1
3076,2016-09-11,4032,2
3077,2016-09-12,2016,1
3078,2016-09-16,10080,5
3079,2016-09-18,4032,2
3080,2016-09-19,2016,1
3081,2016-09-20,10080,5
3082,2016-09-22,4032,2
3083,2016-09-23,4032,2
3084,2016-09-24,6048,3
3085,2016-09-25,2016,1
3086,2016-09-26,2016,1
3087,2016-09-27,4032,2
3088,2016-09-28,2016,1
3089,2016-09-30,2016,1
3090,2016-10-02,4032,2
3091,2016-10-03,8064,4
3092,2016-10-05,2016,1
3093,2016-10-06,2016,1
3094,2016-10-09,2016,1
3095,2016-10-10,4032,2
3096,2016-10-12,8064,4
3097,2016-10-13,2016,1
3098,2016-10-15,6048,3
3099,2016-10-16,4032,2
3100,2016-10-17,28224,14
3101,2016-10-18,8064,4
3102,2016-10-19,6048,3
3103,2016-10-20,12096,6
3104,2016-10-21,22176,11
3105,2016-10-22,20160,10
3106,2016-10-23,10080,5
3107,2016-10-24,12096,6
3108,2016-10-25,4032,2
3109,2016-10-26,8064,4
3110,2016-10-27,4032,2
3111,2016-10-28,4032,2
3112,2016-10-29,8064,4
3113,2016-10-30,4032,2
3114,2016-10-31,2016,1
3115,2016-11-01,8064,4
3116,2016-11-02,10080,5
3117,2016-11-03,6048,3
3118,2016-11-04,12096,6
3119,2016-11-05,6048,3
3120,2016-11-06,12096,6
3121,2016-11-07,8064,4
3122,2016-11-08,6048,3
3123,2016-11-09,2016,1
3124,2016-11-10,4032,2
3125,2016-11-11,4032,2
3126,2016-11-12,4032,2
3127,2016-11-13,6048,3
3128,2016-11-14,6048,3
3129,2016-11-15,6048,3
3130,2016-11-16,4032,2
3131,2016-11-17,6048,3
3132,2016-11-18,10080,5
3133,2016-11-19,10080,5
3134,2016-11-20,2016,1
3135,2016-11-21,2016,1
3136,2016-11-22,6048,3
3137,2016-11-23,4032,2
3138,2016-11-24,2016,1
3139,2016-11-25,2016,1
3140,2016-11-26,6048,3
3141,2016-11-27,2016,1
3142,2016-11-28,4032,2
3143,2016-11-29,12096,6
3144,2016-12-01,2016,1
3145,2016-12-02,8064,4
3146,2016-12-03,10080,5
3147,2016-12-04,8064,4
3148,2016-12-05,2016,1
3149,2016-12-06,2016,1
3150,2016-12-07,2016,1
3151,2016-12-08,2016,1
3152,2016-12-09,4032,2
3153,2016-12-10,4032,2
3154,2016-12-11,10080,5
3155,2016-12-13,6048,3
3156,2016-12-14,2016,1
3157,2016-12-15,2016,1
3158,2016-12-16,2016,1
3159,2016-12-17,4032,2
3160,2016-12-18,4032,2
3161,2016-12-20,6048,3
3162,2016-12-22,2016,1
3163,2016-12-24,2016,1
3164,2016-12-25,4032,2
3165,2016-12-26,2016,1
3166,2016-12-27,2016,1
3167,2016-12-28,2016,1
3168,2016-12-29,4032,2
3169,2016-12-30,6048,3
3170,2016-12-31,4032,2
3171,2017-01-01,12102,6
3172,2017-01-02,18153,9
3173,2017-01-03,8068,4
3174,2017-01-04,4034,2
3175,2017-01-05,16136,8
3176,2017-01-06,8068,4
3177,2017-01-07,4034,2
3178,2017-01-08,12102,6
3179,2017-01-09,2017,1
3180,2017-01-10,2017,1
3181,2017-01-11,4034,2
3182,2017-01-12,8068,4
3183,2017-01-13,4034,2
3184,2017-01-14,2017,1
3185,2017-01-15,2017,1
3186,2017-01-16,2017,1
3187,2017-01-17,8068,4
3188,2017-01-18,2017,1
3189,2017-01-19,4034,2
3190,2017-01-21,4034,2
3191,2017-01-22,4034,2
3192,2017-01-23,4034,2
3193,2017-01-24,8068,4
3194,2017-01-26,4034,2
3195,2017-01-27,2017,1
3196,2017-01-29,4034,2
3197,2017-01-30,4034,2
3198,2017-02-03,6051,3
3199,2017-02-04,2017,1
3200,2017-02-05,2017,1
3201,2017-02-06,4034,2
3202,2017-02-09,4034,2
3203,2017-02-10,12102,6
3204,2017-02-11,8068,4
3205,2017-02-12,6051,3
3206,2017-02-13,4034,2
3207,2017-02-14,6051,3
3208,2017-02-15,4034,2
3209,2017-02-16,4034,2
3210,2017-02-17,2017,1
3211,2017-02-18,4034,2
3212,2017-02-19,12102,6
3213,2017-02-20,14119,7
3214,2017-02-21,4034,2
3215,2017-02-22,6051,3
3216,2017-02-23,6051,3
3217,2017-02-24,8068,4
3218,2017-02-25,10085,5
3219,2017-02-26,8068,4
3220,2017-02-27,6051,3
3221,2017-02-28,10085,5
3222,2017-03-01,10085,5
3223,2017-03-02,4034,2
3224,2017-03-03,8068,4
3225,2017-03-04,4034,2
3226,2017-03-05,4034,2
3227,2017-03-06,10085,5
3228,2017-03-07,6051,3
3229,2017-03-08,2017,1
3230,2017-03-09,8068,4
3231,2017-03-10,2017,1
3232,2017-03-13,6051,3
3233,2017-03-14,8068,4
3234,2017-03-15,8068,4
3235,2017-03-16,6051,3
3236,2017-03-17,6051,3
3237,2017-03-18,6051,3
3238,2017-03-19,4034,2
3239,2017-03-20,4034,2
3240,2017-03-21,10085,5
3241,2017-03-22,4034,2
3242,2017-03-23,2017,1
3243,2017-03-24,2017,1
3244,2017-03-25,4034,2
3245,2017-03-26,10085,5
3246,2017-03-27,4034,2
3247,2017-03-28,8068,4
3248,2017-03-29,6051,3
3249,2017-03-30,10085,5
3250,2017-03-31,2017,1
3251,2017-04-01,4034,2
3252,2017-04-02,4034,2
3253,2017-04-03,8068,4
3254,2017-04-04,10085,5
3255,2017-04-05,18153,9
3256,2017-04-06,6051,3
3257,2017-04-07,4034,2
3258,2017-04-08,8068,4
3259,2017-04-09,4034,2
3260,2017-04-10,6051,3
3261,2017-04-11,6051,3
3262,2017-04-12,4034,2
3263,2017-04-13,4034,2
3264,2017-04-14,4034,2
3265,2017-04-15,6051,3
3266,2017-04-17,4034,2
3267,2017-04-18,6051,3
3268,2017-04-19,6051,3
3269,2017-04-20,6051,3
3270,2017-04-22,4034,2
3271,2017-04-23,16136,8
3272,2017-04-24,4034,2
3273,2017-04-25,10085,5
3274,2017-04-26,6051,3
3275,2017-04-27,6051,3
3276,2017-04-28,6051,3
3277,2017-04-29,12102,6
3278,2017-04-30,6051,3
3279,2017-05-01,6051,3
3280,2017-05-02,4034,2
3281,2017-05-04,8068,4
3282,2017-05-05,8068,4
3283,2017-05-06,2017,1
3284,2017-05-07,6051,3
3285,2017-05-08,10085,5
3286,2017-05-09,4034,2
3287,2017-05-10,2017,1
3288,2017-05-11,4034,2
3289,2017-05-12,6051,3
3290,2017-05-13,2017,1
3291,2017-05-14,2017,1
3292,2017-05-15,6051,3
3293,2017-05-16,10085,5
3294,2017-05-17,2017,1
3295,2017-05-18,2017,1
3296,2017-05-19,14119,7
3297,2017-05-20,2017,1
3298,2017-05-21,2017,1
3299,2017-05-22,4034,2
3300,2017-05-23,2017,1
3301,2017-05-24,2017,1
3302,2017-05-26,4034,2
3303,2017-05-27,8068,4
3304,2017-05-28,4034,2
3305,2017-05-29,2017,1
3306,2017-05-30,8068,4
3307,2017-05-31,2017,1
3308,2017-06-01,10085,5
3309,2017-06-02,2017,1
3310,2017-06-03,4034,2
3311,2017-06-04,2017,1
3312,2017-06-05,4034,2
3313,2017-06-07,6051,3
3314,2017-06-08,2017,1
3315,2017-06-09,4034,2
3316,2017-06-10,6051,3
3317,2017-06-11,6051,3
3318,2017-06-12,2017,1
3319,2017-06-13,8068,4
3320,2017-06-14,8068,4
3321,2017-06-15,2017,1
3322,2017-06-18,10085,5
3323,2017-06-19,8068,4
3324,2017-06-21,10085,5
3325,2017-06-22,2017,1
3326,2017-06-23,16136,8
3327,2017-06-24,4034,2
3328,2017-06-25,2017,1
3329,2017-06-26,2017,1
3330,2017-06-27,6051,3
3331,2017-06-28,6051,3
3332,2017-06-29,4034,2
3333,2017-06-30,4034,2
3334,2017-07-01,6051,3
3335,2017-07-02,10085,5
3336,2017-07-03,4034,2
3337,2017-07-04,2017,1
3338,2017-07-05,2017,1
3339,2017-07-06,4034,2
3340,2017-07-07,8068,4
3341,2017-07-08,2017,1
3342,2017-07-10,4034,2
3343,2017-07-11,2017,1
3344,2017-07-12,6051,3
3345,2017-07-13,6051,3
3346,2017-07-14,2017,1
3347,2017-07-15,2017,1
3348,2017-07-16,2017,1
3349,2017-07-27,6051,3
3350,2017-07-28,2017,1
3351,2017-07-30,2017,1
3352,2017-08-01,4034,2
3353,2017-08-02,2017,1
3354,2017-08-06,2017,1
3355,2017-08-09,4034,2
3356,2017-08-10,2017,1
3357,2017-08-11,6051,3
3358,2017-08-15,2017,1
3359,2017-08-16,2017,1
3360,2017-08-17,2017,1
3361,2017-08-18,4034,2
3362,2017-08-19,4034,2
3363,2017-08-20,4034,2
3364,2017-08-21,2017,1
3365,2017-08-26,2017,1
3366,2017-08-27,4034,2
3367,2017-08-28,2017,1
3368,2017-08-29,2017,1
3369,2017-08-30,2017,1
3370,2017-08-31,2017,1
3371,2017-09-02,2017,1
3372,2017-09-04,2017,1
3373,2017-09-06,2017,1
3374,2017-09-07,2017,1
3375,2017-09-10,2017,1
3376,2017-09-12,2017,1
3377,2017-09-14,2017,1
3378,2017-09-16,2017,1
3379,2017-09-17,4034,2
3380,2017-09-19,10085,5
3381,2017-09-20,2017,1
3382,2017-09-21,4034,2
3383,2017-09-23,2017,1
3384,2017-09-24,2017,1
3385,2017-09-27,4034,2
3386,2017-09-28,2017,1
3387,2017-09-29,10085,5
3388,2017-10-01,4034,2
3389,2017-10-02,2017,1
3390,2017-10-05,2017,1
3391,2017-10-07,4034,2
3392,2017-10-08,2017,1
3393,2017-10-11,2017,1
3394,2017-10-13,2017,1
3395,2017-10-16,6051,3
3396,2017-10-17,2017,1
3397,2017-10-24,2017,1
3398,2017-10-26,4034,2
3399,2017-10-27,2017,1
3400,2017-10-28,2017,1
3401,2017-11-01,2017,1
3402,2017-11-03,2017,1
3403,2017-11-05,2017,1
3404,2017-11-16,2017,1
3405,2017-11-21,2017,1
3406,2017-11-23,2017,1
3407,2017-11-25,2017,1
3408,2017-11-27,4034,2
3409,2017-12-02,2017,1
3410,2017-12-09,2017,1
3411,2017-12-11,2017,1
3412,2017-12-21,2017,1
3413,2017-12-22,2017,1
3414,2017-12-24,2017,1
3415,2017-12-25,4034,2
3416,2017-12-29,2017,1
3417,2017-12-31,4034,2
3418,2018-01-01,4036,2
3419,2018-01-07,2018,1
3420,2018-01-12,2018,1
3421,2018-01-13,4036,2
3422,2018-01-15,2018,1
3423,2018-01-26,2018,1
3424,2018-01-27,2018,1
3425,2018-01-29,2018,1
3426,2018-01-31,2018,1
3427,2018-02-03,2018,1
3428,2018-02-05,4036,2
3429,2018-02-08,2018,1
3430,2018-02-16,2018,1
3431,2018-02-18,2018,1
3432,2018-02-21,2018,1
3433,2018-02-23,2018,1
3434,2018-02-24,2018,1
3435,2018-02-25,2018,1
3436,2018-02-28,2018,1
3437,2018-03-07,2018,1
3438,2018-03-10,6054,3
3439,2018-03-11,8072,4
3440,2018-03-12,2018,1
3441,2018-03-13,2018,1
3442,2018-03-14,2018,1
3443,2018-03-15,2018,1
3444,2018-03-18,2018,1
3445,2018-03-19,2018,1
3446,2018-03-21,2018,1
3447,2018-03-22,4036,2
3448,2018-03-24,4036,2
3449,2018-03-26,2018,1
3450,2018-03-27,4036,2
3451,2018-03-29,4036,2
3452,2018-04-01,6054,3
3453,2018-04-02,2018,1
3454,2018-04-03,2018,1
3455,2018-04-04,4036,2
3456,2018-04-05,2018,1
3457,2018-04-06,2018,1
3458,2018-04-07,2018,1
3459,2018-04-08,2018,1
3460,2018-04-09,8072,4
3461,2018-04-11,2018,1
3462,2018-04-12,6054,3
3463,2018-04-15,2018,1
3464,2018-04-16,4036,2
3465,2018-04-17,2018,1
3466,2018-04-18,2018,1
3467,2018-04-19,2018,1
3468,2018-04-24,4036,2
3469,2018-04-26,2018,1
3470,2018-04-27,2018,1
3471,2018-04-29,2018,1
3472,2018-05-01,2018,1
3473,2018-05-02,2018,1
3474,2018-05-05,2018,1
3475,2018-05-09,2018,1
3476,2018-05-12,2018,1
3477,2018-05-13,2018,1
3478,2018-05-14,2018,1
3479,2018-05-15,2018,1
3480,2018-05-16,2018,1
3481,2018-05-18,4036,2
3482,2018-05-19,2018,1
3483,2018-05-21,2018,1
3484,2018-05-22,2018,1
3485,2018-05-24,12108,6
3486,2018-05-25,2018,1
3487,2018-05-29,6054,3
3488,2018-05-30,4036,2
3489,2018-05-31,8072,4
3490,2018-06-02,4036,2
3491,2018-06-04,2018,1
3492,2018-06-05,6054,3
3493,2018-06-06,14126,7
3494,2018-06-08,2018,1
3495,2018-06-09,2018,1
3496,2018-06-10,2018,1
3497,2018-06-11,2018,1
3498,2018-06-14,6054,3
3499,2018-06-17,6054,3
3500,2018-06-18,2018,1
3501,2018-06-22,2018,1
3502,2018-06-23,2018,1
3503,2018-06-24,4036,2
3504,2018-06-25,2018,1
3505,2018-06-26,4036,2
3506,2018-06-28,4036,2
3507,2018-06-29,2018,1
3508,2018-06-30,6054,3
3509,2018-07-01,4036,2
3510,2018-07-02,2018,1
3511,2018-07-03,6054,3
3512,2018-07-04,6054,3
3513,2018-07-05,2018,1
3514,2018-07-06,4036,2
3515,2018-07-07,4036,2
3516,2018-07-08,2018,1
3517,2018-07-09,2018,1
3518,2018-07-10,2018,1
3519,2018-07-11,2018,1
3520,2018-07-20,2018,1
3521,2018-07-21,2018,1
3522,2018-07-23,2018,1
3523,2018-07-29,2018,1
3524,2018-08-05,2018,1
3525,2018-08-11,6054,3
3526,2018-08-13,2018,1
3527,2018-08-15,6054,3
3528,2018-08-22,4036,2
3529,2018-08-29,2018,1
3530,2018-08-30,2018,1
3531,2018-08-31,8072,4
3532,2018-09-02,2018,1
3533,2018-09-03,2018,1
3534,2018-09-08,2018,1
3535,2018-09-10,4036,2
3536,2018-09-11,2018,1
3537,2018-09-12,2018,1
3538,2018-09-14,2018,1
3539,2018-09-16,2018,1
3540,2018-09-24,2018,1
3541,2018-09-29,2018,1
3542,2018-10-01,12108,6
3543,2018-10-02,2018,1
3544,2018-10-03,2018,1
3545,2018-10-06,6054,3
3546,2018-10-11,4036,2
3547,2018-10-23,2018,1
3548,2018-10-28,2018,1
3549,2018-10-29,4036,2
3550,2018-10-30,8072,4
3551,2018-10-31,12108,6
3552,2018-11-02,2018,1
3553,2018-11-03,2018,1
3554,2018-11-04,4036,2
3555,2018-11-07,2018,1
3556,2018-11-08,2018,1
3557,2018-11-12,2018,1
3558,2018-11-13,4036,2
3559,2018-11-14,2018,1
3560,2018-11-17,2018,1
3561,2018-11-18,4036,2
3562,2018-11-19,6054,3
3563,2018-11-22,4036,2
3564,2018-11-24,2018,1
3565,2018-11-27,2018,1
3566,2018-11-29,8072,4
3567,2018-12-04,2018,1
3568,2018-12-07,2018,1
3569,2018-12-11,2018,1
3570,2018-12-13,4036,2
3571,2018-12-14,8072,4
3572,2018-12-22,2018,1
3573,2018-12-25,2018,1
